feature_21,feature_9,feature_18,feature_1,feature_11,feature_14,feature_4,feature_5,label
2,0,1,1,0,1.1887124835791636,2,0,8
2,0,1,1,0,2.5762009999566367,2,0,8
2,0,2,1,0,2.914613930001138,2,0,8
2,0,2,1,1,2.3028335031591594,2,0,8
2,0,2,1,1,0.5576635265309935,2,0,8
2,0,2,1,1,0.3242778072575838,2,2,8
2,0,2,1,1,2.0978557808701552,2,2,8
2,0,2,1,0,0.7745933305761681,2,2,8
2,0,2,1,0,2.382178134024394,2,2,8
2,1,2,1,0,1.8522115898318856,0,2,8
2,1,2,1,0,0.3335628732944157,0,2,8
2,1,2,2,0,0.8776826964545644,0,2,8
2,1,2,2,0,0.276121764427226,0,2,8
2,1,2,2,1,1.059929320872687,0,2,8
2,1,2,2,0,0.9415089669883304,0,2,8
2,1,2,2,1,1.5868944676615668,0,2,8
2,1,2,2,1,0.1293766866682896,0,2,8
2,1,2,2,1,2.634576574016748,0,2,8
2,1,2,2,0,2.4515916498520416,0,2,8
2,1,2,2,0,0.3427264999434225,0,2,8
2,1,2,2,1,0.18236141587851606,0,2,8
2,1,2,2,1,2.5631051612043034,0,2,8
2,1,2,2,1,0.15694404876422186,0,2,8
2,1,2,2,1,1.4915805672081413,0,2,8
2,1,2,2,1,0.7664208856257261,0,2,8
2,1,2,2,0,1.685871706965047,0,2,8
2,1,2,2,0,2.043039646394953,0,2,8
2,1,2,2,0,2.063077714135344,2,2,8
2,1,2,2,1,2.783219224636046,2,2,8
2,1,2,2,1,0.3695806333667838,2,2,8
2,1,2,2,1,2.044901528904016,2,2,8
2,1,2,2,0,0.3842872956146699,2,2,8
2,1,2,2,0,2.693281720690338,2,2,8
2,1,2,2,1,2.834627967666578,2,2,8
2,1,2,2,0,0.020646803289744553,2,2,8
2,1,2,2,0,1.9082525348582406,2,2,8
2,1,2,2,1,0.0043895110999656595,2,2,8
2,1,2,2,1,1.1077667066505312,2,2,8
2,0,3,1,1,2.7626580721065417,2,2,2
2,0,3,1,2,1.8714711760333929,2,2,2
2,0,3,1,1,2.340449273619132,2,2,2
2,0,3,1,1,1.1936748837389615,2,2,2
1,1,1,2,0,2.752113961462309,0,2,2
3,1,2,3,1,0.5792607551365015,2,2,2
3,1,2,1,1,0.15376233839688191,2,2,2
3,1,2,1,1,2.5355491494959033,2,2,2
3,1,2,1,0,0.25081583568048793,2,2,2
2,1,2,1,1,0.5053043780066981,2,2,2
2,1,2,1,0,1.4374641145022302,2,2,2
1,1,1,2,1,0.784764488619473,0,2,5
1,1,1,2,0,2.2285848216630693,0,2,5
1,1,1,2,0,0.9719423672944473,0,2,5
1,1,2,2,0,0.17583855284868977,0,2,5
1,1,2,2,0,0.6999318348673431,2,2,5
1,1,2,2,1,2.775630736216095,2,2,5
2,1,2,2,1,2.5337165884340984,2,2,5
3,1,2,2,1,0.9298601912944345,2,2,5
3,1,2,2,1,2.962724493517553,2,2,5
3,1,2,2,0,1.5675993878093633,2,2,5
3,1,2,2,1,0.25092053090125177,2,2,5
3,1,2,2,1,0.6307511307278255,2,2,5
3,1,2,1,1,0.23570719037438326,2,2,5
3,1,2,1,1,1.4983164192238418,2,2,5
3,1,2,1,0,0.5999805979480425,2,2,5
3,1,2,3,1,0.7074839398435916,2,2,5
3,1,2,3,1,0.9193994697563893,2,2,5
3,1,2,3,1,1.4407655375192467,2,2,5
3,1,2,3,1,2.079593268792182,2,2,5
3,1,2,3,0,2.1042670745443353,2,2,5
2,0,3,3,1,2.9344414949057476,2,2,8
2,0,3,1,1,2.5530027583117767,2,2,8
2,0,3,1,0,1.7296733039701162,2,2,8
2,0,3,1,0,0.5473009639211323,2,2,8
2,0,3,1,0,1.811601719894657,2,2,8
2,0,1,1,0,0.44856927726218443,2,2,8
2,0,1,1,2,1.2422852860903417,2,0,8
2,0,1,1,1,1.3533111846899506,2,0,8
2,0,1,1,1,2.8463356532455215,2,0,8
2,0,1,1,0,0.7533760042330735,2,0,8
2,0,1,1,0,1.2818770144325904,2,0,8
2,0,1,1,0,2.4513427239165155,0,0,8
2,0,1,1,0,2.922158683812815,0,0,8
2,0,1,1,0,1.8762055584909123,0,0,8
2,0,1,1,1,2.9160422583687726,0,0,8
2,0,1,1,1,0.8594846576969769,0,2,8
2,0,1,1,0,1.701144444547099,0,2,8
2,1,1,1,0,0.36795824216290196,0,2,8
2,1,1,2,1,2.5439498732325165,0,2,8
2,1,1,2,1,2.666152346759302,0,2,8
1,1,1,2,1,0.2266057685678644,0,2,8
1,1,1,2,0,0.8978955608497443,0,2,8
1,1,1,2,0,0.12166450328882317,0,2,8
1,1,1,2,0,2.649393523955613,0,2,8
1,1,1,2,1,2.2441540136655806,0,2,8
1,1,2,2,1,0.06783559855654508,0,2,8
1,1,2,2,0,0.5229614617867524,0,2,8
1,1,2,2,1,1.201709552462169,2,2,8
2,1,2,2,1,0.25842112762753733,2,2,8
2,1,2,2,0,1.1298668862745282,2,2,8
2,1,2,2,1,2.3123574587775444,2,2,8
2,1,2,2,0,0.9415432561225721,2,2,8
2,1,2,2,0,1.0923381591991177,2,2,8
2,1,2,2,1,2.6721112930256643,2,2,8
2,1,2,2,0,2.5647254510923068,2,2,8
2,1,2,2,1,1.7131692574236714,2,2,8
2,1,2,2,0,1.0209230038718649,2,2,8
2,1,2,2,1,0.26848041300996184,2,2,8
3,1,2,2,0,1.8068079089877795,2,2,8
3,1,2,2,1,2.673594585285854,2,2,8
3,1,2,3,1,1.7059889024692036,2,2,8
3,1,2,3,1,1.440870541922312,2,2,8
2,0,1,1,2,1.7198393764424567,2,2,2
2,0,1,1,2,2.1952405891098463,2,2,2
2,0,1,1,2,2.1698220403219524,2,2,2
2,0,1,1,2,1.1129922674290227,2,2,2
2,0,1,1,1,1.4232940349761574,2,2,2
2,0,1,1,0,0.8929975184569179,2,2,2
2,0,1,1,0,1.6931258083589766,2,2,2
3,1,2,2,1,0.0974170913001784,0,2,3
2,0,3,1,1,1.3375440825551468,2,2,2
2,0,3,1,2,1.3050078571007213,2,2,2
2,0,3,1,2,0.580337339864577,2,2,2
2,0,3,1,2,1.5083767692753915,2,0,2
2,0,3,1,2,0.8670245477269979,2,0,2
2,0,3,1,2,2.2069632858881603,2,0,2
2,0,3,1,1,0.03506153626447284,2,0,2
2,0,2,2,0,2.369107209074266,2,0,2
2,0,2,2,0,2.3899429070543707,2,0,2
3,1,2,2,0,2.8131552125123163,0,2,6
2,1,2,2,0,0.6005467917238287,0,2,5
2,0,1,1,0,2.3107181191931847,2,0,5
2,1,2,2,0,2.611223275293208,0,2,5
2,1,2,2,0,2.0022412510828413,2,2,5
2,1,2,2,1,0.9067083701860333,2,2,5
2,1,2,2,1,1.2170262478317162,2,2,5
2,1,2,2,1,0.3587746967867298,2,2,5
2,1,2,2,1,1.4426798909727845,2,2,5
2,1,2,2,0,1.1761338757283535,2,2,5
2,1,2,2,0,0.5027048643209553,2,2,5
2,1,2,2,0,2.6224669259581854,2,2,5
2,1,2,2,0,1.6664008245399053,2,2,5
2,1,2,2,1,2.9979969274634852,2,2,5
2,1,2,2,0,1.2240822048406095,2,2,5
3,1,2,2,0,2.7247655323178144,2,2,5
3,1,2,2,0,1.1747984090456776,2,2,5
3,1,2,2,1,1.5290664184526193,2,2,5
3,1,2,2,1,0.7289819487740506,2,2,5
3,1,1,2,0,1.9454033528321295,2,2,5
3,1,1,2,0,2.2528796770601787,2,2,5
2,1,1,2,0,2.3184437778218823,2,2,5
2,1,1,2,0,2.2271589432620993,2,2,5
2,0,3,3,1,0.71392601938443,2,2,8
2,0,1,1,0,0.18867965445036317,2,2,8
2,0,1,1,0,2.301286873254403,2,2,8
2,0,1,1,0,0.5399565498549979,2,2,8
2,0,1,1,1,2.0402034105578135,2,2,8
3,0,1,1,1,1.193009660948428,2,2,9
3,0,2,1,1,1.1364135564064088,2,2,9
3,0,2,1,0,0.5094344117828947,2,2,9
3,0,2,1,0,2.4092366288282654,2,2,9
3,0,2,1,0,1.0381871099993287,2,2,9
3,0,2,1,0,2.163370446592658,2,2,9
3,0,2,1,1,2.8407013878599,2,2,9
3,0,2,1,1,1.6853971648501334,2,2,9
3,0,2,1,0,2.974462985173152,2,2,9
3,1,2,1,0,0.6724447209791594,2,2,9
3,1,2,2,0,1.0949131346504641,2,2,9
3,1,2,2,0,0.45388164369772044,2,2,9
3,1,2,2,0,0.8880109333799495,2,2,9
3,1,2,2,0,1.6130980935381887,2,2,9
3,1,2,2,1,2.0966894879208846,2,2,9
3,1,2,2,1,1.6753534105366874,0,2,9
3,1,2,2,0,0.5694942997326271,0,2,9
3,1,2,2,1,2.4960915666658954,0,2,9
3,1,2,2,0,0.6820060947417734,0,2,9
3,1,2,2,0,2.97599869836597,0,2,9
3,1,2,2,1,2.924951803785873,0,2,9
3,1,2,2,0,1.0931264206131068,0,2,9
3,1,2,2,0,1.2537687809205211,0,2,9
3,1,2,2,1,2.47828289780979,0,2,9
3,1,2,2,1,2.0514167503201826,0,2,9
3,1,2,2,0,0.9272727061453477,0,2,9
2,1,2,2,0,0.43929646973806113,0,2,8
2,1,2,2,1,1.5104453293130615,0,2,8
2,0,3,3,1,1.2300257123636165,2,2,8
2,0,3,1,1,0.22640238034729632,2,2,8
2,0,3,1,1,0.21596410371481756,2,0,8
2,0,1,1,0,1.4794349780840363,2,0,8
2,0,1,1,0,0.8996532766844433,2,0,8
2,0,1,1,0,1.3589082951578035,2,0,8
2,0,1,1,1,0.07717486097429271,2,0,8
2,0,1,1,1,2.109306188212476,2,0,8
2,0,1,1,1,1.5715007686826654,2,0,8
2,0,1,1,0,0.5597293537034822,2,0,8
2,0,1,1,0,0.8614167998970236,2,0,8
2,0,2,1,0,1.7007389223034108,2,0,8
2,0,2,1,0,2.85446013340109,2,0,8
2,0,2,1,0,0.8515531940147805,2,0,8
2,0,2,2,1,0.5058223358237928,2,0,8
2,0,2,2,0,0.9965100942370341,2,0,8
2,0,2,2,0,1.5238961798398905,2,0,8
2,0,2,2,0,1.4420221957231734,0,0,8
2,0,2,2,1,1.3228806350575466,0,0,8
2,0,2,2,1,1.1149064001855553,0,0,8
2,0,2,2,1,0.8327184703739196,0,0,8
2,0,2,2,1,0.0034724577895473008,0,0,8
2,0,2,2,1,2.4334148131527327,0,0,8
2,0,2,2,0,2.6194022702835573,0,0,8
2,0,2,2,0,0.8767018336347727,0,0,8
2,0,2,2,0,1.3814953604651286,0,0,8
2,0,2,2,0,2.7400230622131696,0,2,8
2,0,2,2,0,1.7068511040854013,0,2,8
2,0,2,2,1,2.478567943706721,0,2,8
2,1,2,2,1,2.053950081975899,0,2,8
2,1,2,2,1,1.8586885525069605,0,2,8
2,1,2,2,1,0.8832788773699812,0,2,8
2,1,2,2,1,1.4884805829222756,0,2,8
2,1,2,2,0,2.8563788304285955,0,2,8
2,1,2,2,0,2.9780391011223206,0,2,8
2,1,2,2,1,2.5257391708513737,2,2,8
2,1,2,2,1,0.39260438361361083,2,2,8
2,1,2,2,0,2.562410226379185,2,2,8
2,1,2,2,0,1.019719496301732,2,2,8
2,1,2,2,1,2.567723405532816,2,2,8
2,1,2,2,1,2.658641451917686,2,2,8
2,1,2,2,1,0.8868296272708566,2,2,8
2,1,2,2,1,1.0790016316949955,2,2,8
2,1,2,2,1,0.5670280603193776,2,2,8
2,1,2,2,1,1.7480364463992997,2,2,8
2,1,2,2,0,2.8544129400944804,2,2,8
2,1,2,2,1,0.6122483906166919,2,2,8
3,1,2,2,1,0.38432424990198744,2,2,8
3,1,2,2,0,1.598688329741876,2,2,8
3,1,2,2,0,2.1616261492317697,2,2,8
3,1,2,2,1,2.0109340460614673,2,2,8
3,1,1,2,0,1.6360704011494382,2,2,8
3,1,1,2,1,0.8283356798678846,2,2,8
3,1,1,2,1,0.860125498979138,2,2,8
3,1,1,2,0,2.0443685987896245,2,2,8
3,1,1,2,0,2.3106334724113045,2,2,8
2,0,1,1,2,2.5003008359817342,2,2,2
2,0,1,1,2,0.3987371216386314,2,2,2
2,0,1,1,2,0.9997013649723147,2,2,2
2,0,1,1,1,2.925002012440707,2,2,2
2,0,1,1,0,1.3352202044587713,2,2,2
2,1,2,2,0,2.7058958877781087,0,2,2
2,1,2,2,1,1.617985219620953,0,2,2
2,0,3,1,2,1.5954961829495273,2,2,2
2,0,1,1,2,2.8108722530819974,2,2,2
2,0,1,1,2,1.6591473467982767,2,0,2
2,0,3,1,2,2.239235534450347,2,0,2
2,0,1,1,2,2.3696700313542287,2,0,2
2,0,1,1,1,0.3006578950179466,2,0,2
2,0,1,1,0,1.3137501801688964,2,0,2
2,0,2,2,1,0.016632470024016355,2,0,2
2,0,2,2,0,2.264007409467288,2,0,2
2,0,2,2,1,2.664815276161481,0,0,2
2,1,2,2,1,1.5622022617094662,0,2,5
2,1,2,2,0,0.1323552951229362,2,2,5
2,1,2,2,0,0.9145702323904502,2,2,5
3,1,2,2,1,0.5443757593857921,2,2,5
3,1,2,2,0,0.6331319417813245,2,2,5
3,1,2,2,1,1.6230798225599656,2,2,5
3,1,2,2,0,1.3602765643118997,2,2,5
3,1,1,2,1,2.365555810183017,2,2,5
3,1,1,2,0,2.7933223345042024,2,2,5
3,1,1,2,0,2.376096004621358,2,2,5
3,1,1,2,1,1.4609430133548622,2,2,5
2,1,1,2,0,2.047661846699478,2,2,5
2,1,1,2,1,2.2555347872031684,2,2,5
2,1,1,2,0,1.6200644954214256,2,2,5
2,1,1,2,1,2.4731508200641867,2,2,5
2,1,1,2,0,1.8819160872348593,2,2,5
2,1,2,2,1,2.8422730945066865,0,2,5
2,1,2,2,0,1.0176992869391135,0,2,5
2,0,2,1,0,0.046818968259574545,2,0,5
2,0,2,2,1,0.6966403121872988,2,0,5
2,0,2,2,0,2.3170433279507354,0,0,5
2,0,2,2,0,0.5963534042885483,0,0,5
2,0,2,2,1,1.8803426009980992,0,0,5
2,0,2,2,1,0.128176484993342,0,0,5
2,0,2,2,1,0.6921457996769537,0,0,5
2,0,2,2,0,0.14160406647733192,0,0,5
2,1,2,2,1,1.3817102122823832,0,2,5
2,1,2,2,0,0.8291197225707385,2,2,5
2,1,2,2,1,1.3151450749619595,2,2,5
2,1,2,2,1,1.3835714527492196,2,2,5
2,1,2,2,0,0.6677266313996916,2,2,5
2,1,2,2,0,2.4782461264965305,2,2,5
2,1,2,2,1,0.24070230903302725,2,2,5
2,1,2,2,0,1.230018300432092,2,2,5
2,1,2,2,1,1.7605019826594535,2,2,5
2,1,2,2,1,0.8046585170119334,2,2,5
2,0,3,3,1,2.5042298086665893,2,2,8
2,0,1,1,1,0.3395611231718362,2,2,8
2,0,1,1,1,1.6554636997442995,2,2,8
2,0,1,1,1,1.2951234106960816,2,2,8
2,0,1,1,0,1.3267227752699307,2,0,8
2,0,2,1,0,2.2622446408094303,2,0,8
2,0,2,1,1,0.9260161259012236,2,0,8
2,0,2,1,1,2.988467334062982,2,0,8
2,0,2,1,1,2.0262599002278656,2,0,8
2,0,2,1,0,2.7279355246499897,2,2,8
2,0,2,1,0,2.163977975947178,0,2,8
2,0,2,1,0,0.8090776340061508,0,2,8
2,0,2,2,0,0.25945351853009835,0,2,8
2,0,2,2,0,1.9751750482260575,0,2,8
2,0,2,2,1,1.3098830593104323,0,2,8
2,1,2,2,1,1.0449864918983987,0,2,8
2,1,2,2,1,1.3390918205326625,0,2,8
2,1,2,2,1,1.287932168966412,0,2,8
2,1,2,2,1,2.765478147849198,0,2,8
2,1,2,2,1,2.425770221618056,0,2,8
2,1,2,2,0,0.5464482911337949,0,2,8
2,1,2,2,1,0.5299687543477594,0,2,8
2,1,2,2,1,2.730280218893419,2,2,8
2,1,2,2,0,2.8389119735590103,2,2,8
3,1,2,2,1,2.3565026500565405,2,2,8
3,1,2,2,1,1.9095226624031172,2,2,8
3,1,2,2,0,2.5605719202901076,2,2,8
3,1,2,2,0,2.3767283941190263,2,2,8
3,1,2,2,1,0.4312229401152392,2,2,8
3,1,2,2,0,2.5258828255453483,2,2,8
3,1,2,2,1,1.5342966157828322,2,2,8
3,1,2,2,1,0.44519060613228023,2,2,8
3,1,2,2,1,2.0500505565622804,2,2,8
3,1,1,2,0,2.6075393141175036,2,2,8
3,1,1,2,1,1.160136020891082,2,2,8
3,1,1,2,0,0.40817422452751495,2,2,8
3,1,1,2,1,2.160401712463998,2,2,8
2,1,1,2,0,2.7948688904079413,2,2,8
2,1,1,2,1,1.6537249554591276,2,2,8
2,1,1,2,0,2.0338753735759667,2,2,8
2,1,1,2,1,2.640849937091966,2,2,8
2,1,2,2,1,0.1933686157138501,2,2,8
2,1,2,2,0,2.6636123523914015,2,2,8
2,1,2,2,0,1.2982250409128833,2,2,8
2,1,2,2,1,1.6212242858612926,2,2,8
2,0,3,1,2,0.5153511126173901,2,2,8
2,0,1,1,1,2.51294812215284,2,2,8
2,0,1,1,0,0.5868912918758422,2,2,8
2,0,1,1,0,0.09628787458708532,2,2,8
2,0,1,1,0,0.7650777448090865,2,2,8
2,0,1,1,1,1.9870564207040875,2,2,8
2,0,1,1,1,1.702178299844848,2,2,8
2,0,1,1,1,1.7026622307256982,2,2,8
2,0,1,1,0,1.2933659045585613,2,2,8
2,1,1,1,0,2.7815557490418903,2,2,8
2,1,1,1,0,1.6048128352600213,2,2,8
2,1,1,1,0,2.3909671077457193,2,2,8
2,1,1,1,1,2.115766302296812,2,2,8
2,1,2,1,1,1.7902586018495446,0,2,8
2,1,2,1,1,2.747444641236708,0,2,8
2,1,2,1,1,1.757918422378674,0,2,8
2,1,2,1,0,2.7477170794217862,0,2,8
2,1,2,2,0,2.4075797248065003,0,2,8
2,1,2,2,1,1.6552869383577191,0,2,8
2,0,3,3,1,1.2551514199557525,2,0,8
2,0,3,1,2,0.3265461130612858,2,0,8
2,0,1,1,0,1.1689203620957551,2,0,8
2,0,1,1,0,1.9272194559336189,2,0,8
2,0,1,1,0,1.088621099337241,2,0,8
2,0,2,1,0,2.545349814862969,2,0,8
2,0,2,1,0,1.2392403022613139,2,0,8
2,0,2,1,1,2.609859331014528,2,0,8
2,0,2,1,1,0.06700691908163026,2,0,8
2,0,2,1,1,2.1146128636439814,2,0,8
2,0,2,1,0,2.1896055002699817,2,0,8
2,0,2,2,0,2.9747884815876886,2,0,8
2,0,2,2,0,2.661096620770214,2,0,8
2,0,2,2,0,2.5539846880239008,2,0,8
2,0,2,2,1,2.132988951325339,2,0,8
2,0,2,2,1,2.990236600486191,2,0,8
2,0,2,2,1,2.2787824575037017,2,0,8
2,0,2,2,1,0.5932934259816935,0,0,8
2,0,2,2,1,0.7935189761494337,0,0,8
2,0,2,2,0,0.6031908984766728,0,0,8
2,0,2,2,1,1.398788970030918,0,0,8
2,0,2,2,0,2.0279318309749312,0,0,8
2,0,2,2,0,1.636646542709536,0,0,8
2,0,2,2,1,0.19954320027539096,0,0,8
2,0,2,2,0,0.9690197075928345,0,2,8
2,1,2,2,0,0.42487746916605196,0,2,8
2,1,2,2,1,0.6971470565488503,0,2,8
2,1,2,2,1,2.05774711711166,0,2,8
2,1,2,2,0,0.4824947349098939,2,2,8
2,1,2,2,0,0.9108038617290681,2,2,8
2,1,2,2,0,1.0867327018088146,2,2,8
2,1,2,2,1,1.2977109294447249,2,2,8
2,1,2,2,1,1.373263713371446,2,2,8
2,1,2,2,0,0.7890693128268361,2,2,8
2,1,2,2,1,2.3203820866370943,2,2,8
2,1,2,2,0,0.8157452185830221,2,2,8
2,1,2,2,0,1.6174035912756246,2,2,8
2,1,2,2,0,2.9285020707557528,2,2,8
2,0,3,3,1,1.693398699305567,2,2,2
2,0,1,1,1,0.9493350705374755,2,2,2
2,0,1,1,2,0.5396905143774221,2,2,2
2,0,1,1,2,1.96388194477501,2,2,2
2,0,1,1,1,1.776805682352176,2,2,2
2,0,2,2,0,2.9660015528917314,2,2,2
2,0,2,2,0,2.068077887698993,2,2,2
2,0,2,2,0,2.1839017052697463,2,2,2
2,0,2,1,1,0.9443335274462489,2,2,5
2,1,2,2,0,1.4245673182885998,0,2,5
2,1,2,2,1,2.2308106138214656,2,2,5
2,1,2,2,1,1.9975975265569232,2,2,5
2,1,2,2,1,1.0929719219361616,2,2,5
2,1,2,2,0,0.6079798752423846,2,2,5
2,1,2,2,0,1.2419690658578046,2,2,5
2,1,2,2,1,0.8519422281972411,2,2,5
2,1,2,2,0,2.37971175391141,2,2,5
2,1,2,2,1,0.25582770745541916,2,2,5
2,1,2,2,1,0.3903237449559561,2,2,5
2,1,2,2,0,2.994252141741912,2,2,5
2,1,2,2,0,0.9937148420442151,2,2,5
2,1,2,2,1,0.8907750167781332,2,2,5
2,1,2,2,1,0.2355339995510266,2,2,5
2,1,2,2,0,1.5502570568108487,2,2,5
2,1,2,2,0,1.748642304377148,2,2,5
2,1,2,2,1,1.956871286179584,2,2,5
3,1,2,2,1,1.9992126515056423,2,1,6
3,1,2,2,0,0.3993873832270439,2,1,6
3,1,2,2,0,1.0361651427472656,2,1,6
3,1,2,2,1,1.387141280283422,2,1,6
3,1,2,2,0,0.8221253594638276,1,1,6
2,0,3,3,1,2.751248600206595,2,2,8
2,0,1,1,1,0.25621211592693016,2,2,8
2,0,1,1,0,2.8277231931379725,2,2,8
2,0,2,1,0,0.40606307261744645,2,2,8
2,0,2,1,1,2.6171538000205885,2,2,8
2,0,2,1,1,2.3167280676437043,2,2,8
2,0,2,1,1,0.8000202968795086,2,2,8
2,0,2,1,0,0.5654810202099184,2,2,8
2,0,2,1,0,1.0254707651473016,2,2,8
2,0,2,1,0,1.3508032174524816,2,2,8
2,0,2,1,0,0.840761646490438,2,2,8
2,0,2,2,1,1.9670835094479586,2,2,8
2,0,2,2,1,1.5011490667129914,2,2,8
2,0,2,2,0,2.975344832747387,2,2,8
2,0,2,2,0,0.5202897235864862,0,2,8
2,0,2,2,0,1.7664514438390109,0,2,8
2,0,2,2,1,1.4600324234390027,0,2,8
2,0,2,2,1,2.166714249189222,0,2,8
2,1,2,2,1,1.5280589478174864,0,2,8
2,1,2,2,1,0.05487656253255313,0,2,8
